Esta_na_Capa,Grupo,Subgrupo,Primeiro_Capitulo,Ultimo_Capitulo,Porcentagem_de_Capitulos_do_Volume,E_a_Primeira_Aparicao_no_manga,Distancia_da_Primeira_Aparicao_em_capitulos,Numero_total_de_capitulos_que_apareceu,Numero_de_capitulos_ate_o_volume,Nome_do_Personagem,Volume,Numero_de_Capitulos_no_Volume,Distancia_da_Primeira_Aparicao_em_volumes,Volume_num
0,Pirates,Red Hair Pirates,1,0,0.0,1,,1,0,Bonk Punch,Volume_1,1,0.0,1
0,Pirates,Buggy Pirates,0,0,0.0,1,,1,0,Buggy,Volume_1,1,0.0,1
0,Outlaws,Others,1,0,0.0,1,,2,0,Mikio Itoo,Volume_1,2,0.0,1
0,Pirates,Others,1,0,0.0,1,,1,0,Gold Roger,Volume_1,1,0.0,1
0,Citizens,Foosha Village,1,0,0.0,1,,1,0,Gyoru,Volume_1,1,0.0,1
0,Citizens,Shells Town,0,0,0.0,1,,5,0,Helmeppo,Volume_1,5,0.0,1
0,Pirates,Alvida Pirates,0,0,0.0,1,,1,0,Heppoko,Volume_1,1,0.0,1
0,Citizens,Foosha Village,1,0,0.0,1,,1,0,Chicken,Volume_1,1,0.0,1
0,Pirates,Red Hair Pirates,1,0,0.0,1,,1,0,Hongo,Volume_1,1,0.0,1
0,Citizens,Others,0,0,0.0,1,,6,0,Koby,Volume_1,6,0.0,1
0,Citizens,Shells Town,0,0,0.0,1,,1,0,Koushirou,Volume_1,1,0.0,1
0,Citizens,Shells Town,0,0,0.0,1,,1,0,Kuina,Volume_1,1,0.0,1
0,Pirates,Red Hair Pirates,1,0,0.0,1,,1,0,Limejuice,Volume_1,1,0.0,1
0,Animals,Others,1,0,0.0,1,,1,0,Lord of the Coast,Volume_1,1,0.0,1
0,Pirates,Red Hair Pirates,1,0,0.0,1,,1,0,Lucky Roux,Volume_1,1,0.0,1
0,Outlaws,Others,1,0,0.0,1,,1,0,Higuma,Volume_1,1,0.0,1
0,Pirates,Arlong Pirates,1,1,0.0,0,,6,81,Nami,Volume_10,6,9.0,10
0,Citizens,Cocoyasi Village,1,1,0.0,1,,9,81,Nojiko,Volume_10,9,0.0,10
0,Citizens,Cocoyasi Village,0,0,0.0,0,,1,81,Rika,Volume_10,1,9.0,10
0,Marines,Commander,0,0,0.0,0,,1,81,Ripper,Volume_10,1,9.0,10
0,Pirates,Straw Hat Pirates,1,1,0.0,1,,7,81,Usopp,Volume_10,7,0.0,10
0,Pirates,Straw Hat Pirates,1,1,0.0,1,,9,81,Sanji,Volume_10,9,0.0,10
0,Pirates,Arlong Pirates,1,0,0.0,1,,1,81,Shioyaki,Volume_10,1,0.0,10
0,Bounty Hunters,Others,1,1,0.0,1,,9,81,Yosaku,Volume_10,9,0.0,10
0,Citizens,Cocoyasi Village,1,1,0.0,1,,7,81,Nako,Volume_10,7,0.0,10
0,Pirates,Straw Hat Pirates,1,1,0.0,0,,9,81,Roronoa Zoro,Volume_10,9,9.0,10
0,Marines,Commander,0,0,0.0,0,,2,81,Morgan,Volume_10,2,9.0,10
1,Pirates,Arlong Pirates,1,0,0.89,1,,8,81,Hatchan,Volume_10,8,0.0,10
1,Pirates,Arlong Pirates,1,0,0.22,1,,2,81,Momoo,Volume_10,2,0.0,10
1,Pirates,Straw Hat Pirates,1,1,1.0,0,,9,81,Monkey D. Luffy,Volume_10,9,9.0,10
1,Pirates,Arlong Pirates,1,0,0.56,1,,5,81,Chew,Volume_10,5,0.0,10
0,Pirates,Arlong Pirates,0,0,0.0,1,,1,81,Dracule Mihawk,Volume_10,1,0.0,10
0,Citizens,Cocoyasi Village,1,1,0.0,1,,9,81,Genzo,Volume_10,9,0.0,10
1,Pirates,Arlong Pirates,1,1,1.0,1,,9,81,Arlong,Volume_10,9,0.0,10
0,Bounty Hunters,Others,1,1,0.0,1,,9,81,Johnny,Volume_10,9,0.0,10
0,Pirates,Arlong Pirates,1,0,0.0,1,,1,81,Kaneshiro,Volume_10,1,0.0,10
0,Marines,Chore Boy,0,1,0.0,0,,7,81,Koby,Volume_10,7,9.0,10
1,Pirates,Arlong Pirates,1,0,0.67,1,,6,81,Kuroobi,Volume_10,6,0.0,10
0,Marines,Chore Boy,0,1,0.0,0,,7,81,Helmeppo,Volume_10,7,9.0,10
0,Pirates,Straw Hat Pirates,0,0,0.0,1,,1,90,Mohji,Volume_11,1,0.0,11
0,Marines,Vice Admiral,0,0,0.0,0,,1,90,Ripper,Volume_11,1,10.0,11
1,Pirates,Straw Hat Pirates,1,1,1.0,0,,9,90,Monkey D. Luffy,Volume_11,9,10.0,11
0,Marines,Chore Boy,0,0,0.0,0,,4,90,Morgan,Volume_11,4,10.0,11
0,Citizens,Cocoyasi Village,0,0,0.0,0,,2,90,Nako,Volume_11,2,2.0,11
1,Citizens,Cocoyasi Village,1,1,1.0,0,,9,90,Nami,Volume_11,9,10.0,11
0,Marines,Captain,0,0,0.0,1,,1,90,Nezumi,Volume_11,1,0.0,11
0,Citizens,Cocoyasi Village,1,0,0.0,0,,5,90,Nojiko,Volume_11,5,3.0,11
0,Pirates,Yes Pirates,0,0,0.0,1,,1,90,Packy,Volume_11,1,0.0,11
0,Pirates,Straw Hat Pirates,0,0,0.0,1,,1,90,Richie,Volume_11,1,0.0,11
1,Pirates,Straw Hat Pirates,0,1,0.67,0,,6,90,Roronoa Zoro,Volume_11,6,10.0,11
0,Marines,Vice Admiral,0,0,0.0,1,,1,90,Stainless,Volume_11,1,0.0,11
1,Pirates,Straw Hat Pirates,1,1,1.0,0,,9,90,Sanji,Volume_11,9,6.0,11
0,Citizens,Loguetown,0,0,0.0,1,,1,90,Sapi,Volume_11,1,0.0,11
0,Pirates,Straw Hat Pirates,0,0,0.0,0,,1,90,Shanks,Volume_11,1,10.0,11
0,Marines,Officer,0,1,0.0,1,,3,90,Smoker,Volume_11,3,0.0,11
0,Marines,Vice Admiral,0,1,0.0,1,,4,90,Tashigi,Volume_11,4,0.0,11
1,Pirates,Straw Hat Pirates,1,1,0.89,0,,8,90,Usopp,Volume_11,8,8.0,11
0,Citizens,Foosha Village,0,0,0.0,0,,1,90,Woop Slap,Volume_11,1,10.0,11
0,Pirates,Straw Hat Pirates,0,0,0.0,0,,1,90,Yasopp,Volume_11,1,10.0,11
0,Bounty Hunters,Others,1,0,0.0,0,,5,90,Yosaku,Volume_11,5,6.0,11
0,Citizens,Loguetown,0,0,0.0,1,,1,90,Yu,Volume_11,1,0.0,11
0,Marines,Chief Petty Officer,0,0,0.0,1,,1,90,Mashikaku,Volume_11,1,0.0,11
0,Citizens,Cocoyasi Village,0,0,0.0,1,,1,90,Sam,Volume_11,1,0.0,11
0,Citizens,Foosha Village,0,0,0.0,0,,1,90,Makino,Volume_11,1,10.0,11
0,Citizens,Loguetown,0,0,0.0,1,,1,90,Ipponmatsu,Volume_11,1,0.0,11
0,Animals,Others,0,0,0.0,0,,1,90,Lord of the Coast,Volume_11,1,10.0,11
0,Pirates,Straw Hat Pirates,0,0,0.0,0,,1,90,Lucky Roux,Volume_11,1,10.0,11
0,Pirates,Straw Hat Pirates,0,1,0.0,0,,3,90,Alvida,Volume_11,3,10.0,11
0,Pirates,Arlong Pirates,1,0,0.0,0,,5,90,Arlong,Volume_11,5,6.0,11
0,Citizens,Gosa Village,0,0,0.0,1,,1,90,Bell-mère,Volume_11,1,0.0,11
0,Pirates,Straw Hat Pirates,0,0,0.0,0,,1,90,Benn Beckman,Volume_11,1,10.0,11
0,Marines,Vice Admiral,0,0,0.0,1,,1,90,Brannew,Volume_11,1,0.0,11
0,Pirates,Yes Pirates,0,1,0.0,0,,3,90,Buggy,Volume_11,3,10.0,11
0,Pirates,Straw Hat Pirates,0,1,0.0,1,,2,90,Cabaji,Volume_11,2,0.0,11
0,Marines,Vice Admiral,0,0,0.0,1,,1,90,Cancer,Volume_11,1,0.0,11
0,Citizens,Gosa Village,0,0,0.0,1,,1,90,Chabo,Volume_11,1,0.0,11
0,Pirates,Straw Hat Pirates,0,0,0.0,0,,1,90,Dracule Mihawk,Volume_11,1,5.0,11
0,Marines,Vice Admiral,0,1,0.0,1,,6,90,Bogard,Volume_11,6,0.0,11
0,Citizens,Cocoyasi Village,1,0,0.0,0,,5,90,Genzo,Volume_11,5,3.0,11
0,Marines,Vice Admiral,0,0,0.0,1,,2,90,Garp,Volume_11,2,0.0,11
0,Pirates,Yes Pirates,0,0,0.0,1,,1,90,Krieg,Volume_11,1,0.0,11
0,Pirates,Yes Pirates,0,0,0.0,1,,1,90,Koze,Volume_11,1,0.0,11
0,Marines,Chore Boy,1,1,0.0,0,,7,90,Koby,Volume_11,7,10.0,11
0,Marines,Vice Admiral,0,0,0.0,1,,1,90,John Giant,Volume_11,1,0.0,11
0,Bounty Hunters,Others,1,0,0.0,0,,5,90,Johnny,Volume_11,5,6.0,11
0,Citizens,Loguetown,0,0,0.0,1,,1,90,Ipponume,Volume_11,1,0.0,11
0,Marines,Chore Boy,1,0,0.0,0,,7,90,Helmeppo,Volume_11,7,10.0,11
0,Citizens,Loguetown,0,0,0.0,1,,1,90,Hanger,Volume_11,1,0.0,11
0,Pirates,Straw Hat Pirates,0,0,0.0,0,,1,90,Gold Roger,Volume_11,1,10.0,11
0,Baroque Works,Millions,0,0,0.0,1,,1,99,Mr. Shimizu,Volume_12,1,0.0,12
0,Baroque Works,Frontier Agents,0,0,0.0,1,,2,99,Mr. 13,Volume_12,2,0.0,12
0,Baroque Works,Frontier Agents,0,1,0.0,1,,6,99,Mr. 9,Volume_12,6,0.0,12
0,Citizens,Whisky Peak,0,1,0.0,1,,3,99,Mr. Beans,Volume_12,3,0.0,12
0,Baroque Works,Frontier Agents,0,1,0.0,1,,2,99,Mr. 8,Volume_12,2,0.0,12
1,Pirates,Straw Hat Pirates,1,1,1.0,0,,9,99,Nami,Volume_12,9,11.0,12
0,Marines,Captain,1,0,0.0,0,,2,99,Smoker,Volume_12,2,1.0,12
1,Pirates,Straw Hat Pirates,1,1,1.0,0,,9,99,Roronoa Zoro,Volume_12,9,11.0,12
1,Pirates,Straw Hat Pirates,1,1,1.0,0,,9,99,Sanji,Volume_12,9,7.0,12
0,Animals,Others,0,0,0.0,1,,1,99,Sea Kings,Volume_12,1,0.0,12
0,Marines,Captain,1,0,0.0,0,,1,99,Tashigi,Volume_12,1,1.0,12
1,Pirates,Straw Hat Pirates,1,1,1.0,0,,9,99,Usopp,Volume_12,9,9.0,12
0,Marines,Chore Boy,0,0,0.0,0,,3,99,Morgan,Volume_12,3,11.0,12
0,Pirates,Rumbar Pirates,0,0,0.0,1,,1,99,Yorki,Volume_12,1,0.0,12
0,Pirates,Buggy and Alvida Alliance,1,0,0.0,0,,1,99,Richie,Volume_12,1,10.0,12
1,Pirates,Straw Hat Pirates,1,1,1.0,0,,9,99,Monkey D. Luffy,Volume_12,9,11.0,12
0,Citizens,Shimotsuki Village,1,0,0.0,0,,1,99,Kuina,Volume_12,1,11.0,12
0,Baroque Works,Frontier Agents,0,1,0.0,1,,6,99,Miss Wednesday,Volume_12,6,0.0,12
0,Pirates,Buggy and Alvida Alliance,1,0,0.0,0,,1,99,Mohji,Volume_12,1,10.0,12
0,Marines,Vice Admiral,0,1,0.0,0,,3,99,Bogard,Volume_12,3,1.0,12
0,Pirates,Buggy and Alvida Alliance,1,0,0.0,0,,2,99,Buggy,Volume_12,2,11.0,12
0,Pirates,Buggy and Alvida Alliance,1,0,0.0,0,,1,99,Cabaji,Volume_12,1,10.0,12
0,Citizens,Twin Capes Lighthouse,0,0,0.0,1,,4,99,Crocus,Volume_12,4,0.0,12
0,Revolutionary Army,Others,1,0,0.0,1,,1,99,Dragon,Volume_12,1,0.0,12
0,Marines,Vice Admiral,0,1,0.0,0,,4,99,Garp,Volume_12,4,1.0,12
0,Pirates,Buggy and Alvida Alliance,1,0,0.0,0,,1,99,Alvida,Volume_12,1,11.0,12
0,Citizens,Whisky Peak,0,0,0.0,1,,1,99,Igarappoi,Volume_12,1,0.0,12
0,Marines,Vice Admiral,0,1,0.0,0,,3,99,Koby,Volume_12,3,11.0,12
0,Animals,Others,0,0,0.0,1,,4,99,Laboon,Volume_12,4,0.0,12
0,Citizens,Whisky Peak,0,1,0.0,1,,3,99,Miss Catherina,Volume_12,3,0.0,12
0,Baroque Works,Frontier Agents,0,0,0.0,1,,2,99,Miss Friday,Volume_12,2,0.0,12
0,Baroque Works,Frontier Agents,0,1,0.0,1,,2,99,Miss Monday,Volume_12,2,0.0,12
0,Marines,Chore Boy,0,1,0.0,0,,3,99,Helmeppo,Volume_12,3,11.0,12
0,Baroque Works,Frontier Agents,1,0,0.0,0,,1,108,Miss Wednesday,Volume_13,1,1.0,13
1,Pirates,Straw Hat Pirates,1,1,1.0,0,,9,108,Monkey D. Luffy,Volume_13,9,12.0,13
1,Baroque Works,Others,0,0,0.22,0,,2,108,Mr. 13,Volume_13,2,1.0,13
1,Baroque Works,Officer Agents,0,0,0.44,1,,4,108,Mr. 5,Volume_13,4,0.0,13
0,Baroque Works,Frontier Agents,1,0,0.0,0,,1,108,Mr. 8,Volume_13,1,1.0,13
0,Citizens,Kyuka Island,0,0,0.0,1,,1,108,Samurai Batts,Volume_13,1,0.0,13
0,Pirates,Straw Hat Pirates,0,1,0.0,0,,7,108,Nami,Volume_13,7,12.0,13
0,Pirates,Straw Hat Pirates,1,1,0.0,0,,9,108,Roronoa Zoro,Volume_13,9,12.0,13
0,Pirates,Straw Hat Pirates,0,1,0.0,0,,6,108,Sanji,Volume_13,6,8.0,13
0,Pirates,Straw Hat Pirates,0,1,0.0,0,,6,108,Usopp,Volume_13,6,10.0,13
1,Baroque Works,Officer Agents,0,0,0.44,1,,4,108,Miss Valentine,Volume_13,4,0.0,13
1,Baroque Works,Frontier Agents,1,0,0.22,0,,2,108,Mr. 9,Volume_13,2,1.0,13
1,Baroque Works,Officer Agents,0,0,0.22,0,,2,108,Miss Monday,Volume_13,2,1.0,13
1,Citizens,Arabasta,0,1,0.89,1,,8,108,Nefertari Vivi,Volume_13,8,0.0,13
0,Baroque Works,Others,0,0,0.0,1,,1,108,Miss All Sunday,Volume_13,1,0.0,13
0,Baroque Works,Others,0,0,0.0,1,,1,108,Banchi,Volume_13,1,0.0,13
0,Marines,Vice Admiral,0,0,0.0,0,,1,108,Bogard,Volume_13,1,2.0,13
0,Citizens,Little Garden,0,0,0.0,1,,1,108,Bronte Zaurus,Volume_13,1,0.0,13
0,Baroque Works,Others,0,0,0.0,0,,2,108,Miss Friday,Volume_13,2,1.0,13
0,Citizens,Little Garden,0,0,0.0,1,,1,108,Brontosaurus,Volume_13,1,0.0,13
0,Baroque Works,Officer Agents,0,0,0.0,1,,1,108,Crocodile,Volume_13,1,0.0,13
0,Citizens,Little Garden,0,1,0.0,1,,3,108,Brogy,Volume_13,3,0.0,13
0,Marines,Vice Admiral,0,0,0.0,0,,3,108,Garp,Volume_13,3,2.0,13
0,Marines,Chore Boy,1,0,0.0,0,,6,108,Helmeppo,Volume_13,6,12.0,13
1,Citizens,Arabasta,0,0,0.44,1,,4,108,Igaram,Volume_13,4,0.0,13
0,Baroque Works,Frontier Agents,1,1,0.0,1,,9,108,Karoo,Volume_13,9,0.0,13
0,Marines,Chore Boy,1,0,0.0,0,,6,108,Koby,Volume_13,6,12.0,13
0,Citizens,Little Garden,0,1,0.0,1,,2,108,Dorry,Volume_13,2,0.0,13
0,Baroque Works,Officer Agents,1,1,0.0,1,,8,117,Mr. 3,Volume_14,8,0.0,14
0,Pirates,Straw Hat Pirates,0,1,0.0,0,,8,117,Usopp,Volume_14,8,11.0,14
0,Pirates,Straw Hat Pirates,0,1,0.0,0,,3,117,Sanji,Volume_14,3,9.0,14
0,Pirates,Straw Hat Pirates,0,1,0.0,0,,7,117,Roronoa Zoro,Volume_14,7,13.0,14
0,Citizens,Shells Town,1,0,0.0,0,,1,117,Ririka,Volume_14,1,13.0,14
0,Marines,Commander,1,0,0.0,0,,1,117,Ripper,Volume_14,1,13.0,14
0,Citizens,Shells Town,1,0,0.0,0,,1,117,Rika,Volume_14,1,13.0,14
1,Citizens,Shells Town,1,1,1.0,0,,9,117,Nefertari Vivi,Volume_14,9,1.0,14
0,Baroque Works,Officer Agents,1,1,0.0,0,,9,117,Mr. 5,Volume_14,9,1.0,14
1,Pirates,Straw Hat Pirates,1,1,1.0,0,,9,117,Monkey D. Luffy,Volume_14,9,13.0,14
0,Pirates,Straw Hat Pirates,0,1,0.0,0,,7,117,Nami,Volume_14,7,13.0,14
1,Baroque Works,Officer Agents,1,1,1.0,1,,9,117,Miss Goldenweek,Volume_14,9,0.0,14
0,Baroque Works,Officer Agents,1,1,0.0,0,,9,117,Miss Valentine,Volume_14,9,1.0,14
0,Citizens,Shells Town,1,0,0.0,0,,6,117,Brogy,Volume_14,6,1.0,14
0,Baroque Works,Officer Agents,0,0,0.0,0,,1,117,Crocodile,Volume_14,1,1.0,14
0,Citizens,Shells Town,1,0,0.0,0,,3,117,Dorry,Volume_14,3,1.0,14
0,Marines,Vice Admiral,0,0,0.0,0,,1,117,Garp,Volume_14,1,3.0,14
0,Marines,Vice Admiral,0,0,0.0,0,,1,117,Bogard,Volume_14,1,3.0,14
0,Pirates,Straw Hat Pirates,0,0,0.0,1,,1,117,Jango,Volume_14,1,0.0,14
1,Citizens,Little Garden,0,1,0.78,0,,7,117,Karoo,Volume_14,7,1.0,14
0,Marines,Commander,1,0,0.0,0,,2,117,Koby,Volume_14,2,13.0,14
0,Marines,Commander,1,0,0.0,0,,2,117,Helmeppo,Volume_14,2,13.0,14
0,Baroque Works,Others,1,0,0.0,0,,1,126,Mr. 13,Volume_15,1,3.0,15
0,Pirates,Straw Hat Pirates,1,0,0.0,0,,7,126,Roronoa Zoro,Volume_15,7,14.0,15
0,Baroque Works,Officer Agents,0,0,0.0,1,,1,126,Mr. 2 Bon Kurei,Volume_15,1,0.0,15
0,Pirates,Straw Hat Pirates,1,1,0.0,0,,10,126,Nami,Volume_15,10,14.0,15
0,Citizens,Little Garden,1,1,0.0,0,,10,126,Nefertari Vivi,Volume_15,10,2.0,15
0,Citizens,Drum Island,0,0,0.0,1,,2,126,Negikuma Maria,Volume_15,2,0.0,15
0,Citizens,Usopp Pirates,0,0,0.0,1,,3,126,Ninjin,Volume_15,3,0.0,15
0,Citizens,Usopp Pirates,0,0,0.0,1,,3,126,Piiman,Volume_15,3,0.0,15
0,Pirates,Bliking Pirates,0,1,0.0,1,,2,126,Robson,Volume_15,2,0.0,15
0,Pirates,Straw Hat Pirates,1,1,0.0,0,,10,126,Sanji,Volume_15,10,10.0,15
0,Marines,Captain,0,0,0.0,0,,1,126,Tashigi,Volume_15,1,4.0,15
0,Citizens,Arabasta Kingdom,0,0,0.0,1,,1,126,Yuki,Volume_15,1,0.0,15
0,Citizens,Drum Island,0,0,0.0,1,,2,126,Tamachibi,Volume_15,2,0.0,15
0,Citizens,Usopp Pirates,0,0,0.0,1,,4,126,Tamanegi,Volume_15,4,0.0,15
0,Citizens,Drum Island,0,0,0.0,1,,2,126,Tony Tony Chopper,Volume_15,2,0.0,15
1,Pirates,Straw Hat Pirates,1,1,1.0,0,,10,126,Usopp,Volume_15,10,12.0,15
0,Pirates,Blackbeard Pirates,0,0,0.0,1,,1,126,Van Augur,Volume_15,1,0.0,15
0,Pirates,Bliking Pirates,0,1,0.0,1,,5,126,Wapol,Volume_15,5,0.0,15
0,Animals,Others,0,0,0.0,1,,1,126,White Walkie,Volume_15,1,0.0,15
0,Baroque Works,Frontier Agents,0,0,0.0,1,,1,126,Mr. 11,Volume_15,1,0.0,15
0,Marines,Captain,1,0,0.0,0,,2,126,Smoker,Volume_15,2,4.0,15
0,Marines,Former,0,0,0.0,0,,1,126,Morgan,Volume_15,1,14.0,15
0,Animals,Others,0,0,0.0,1,,1,126,Hiking Bear,Volume_15,1,0.0,15
0,Baroque Works,Others,1,0,0.0,0,,1,126,Miss Friday,Volume_15,1,3.0,15
0,Baroque Works,Officer Agents,0,0,0.0,1,,1,126,Akumai,Volume_15,1,0.0,15
0,Pirates,Blackbeard Pirates,0,0,0.0,1,,1,126,Blackbeard,Volume_15,1,0.0,15
1,Citizens,Little Garden,1,0,0.3,0,,3,126,Brogy,Volume_15,3,2.0,15
0,Pirates,Bliking Pirates,0,1,0.0,1,,5,126,Chess,Volume_15,5,0.0,15
1,Pirates,Straw Hat Pirates,1,1,1.0,0,,10,126,Monkey D. Luffy,Volume_15,10,14.0,15
0,Citizens,Arabasta,0,1,0.0,1,,5,126,Dalton,Volume_15,5,0.0,15
0,Pirates,Blackbeard Pirates,0,0,0.0,1,,1,126,Doc Q,Volume_15,1,0.0,15
1,Citizens,Little Garden,1,0,0.3,0,,3,126,Dorry,Volume_15,3,2.0,15
0,Citizens,Arabasta Kingdom,0,0,0.0,0,,1,126,Igaram,Volume_15,1,2.0,15
0,Baroque Works,Others,1,0,0.0,0,,2,126,Crocodile,Volume_15,2,2.0,15
0,Pirates,Straw Hat Pirates,1,1,0.0,0,,7,126,Jango,Volume_15,7,12.0,15
0,Pirates,Blackbeard Pirates,0,0,0.0,1,,1,126,Jesus Burgess,Volume_15,1,0.0,15
0,Citizens,Little Garden,1,0,0.0,0,,7,126,Karoo,Volume_15,7,2.0,15
0,Citizens,Syrup Village,0,0,0.0,1,,1,126,Kaya,Volume_15,1,0.0,15
0,Citizens,Arabasta,0,0,0.0,1,,3,126,Kureha,Volume_15,3,0.0,15
0,Pirates,Bliking Pirates,0,1,0.0,1,,4,126,Kuromarimo,Volume_15,4,0.0,15
0,Pirates,Blackbeard Pirates,0,0,0.0,1,,1,126,Laffitte,Volume_15,1,0.0,15
0,Animals,Others,0,0,0.0,1,,2,126,Lapahn,Volume_15,2,0.0,15
0,Baroque Works,Others,1,0,0.0,0,,1,126,Miss All Sunday,Volume_15,1,2.0,15
0,Pirates,Bliking Pirates,0,0,0.0,1,,1,126,Isshi-20,Volume_15,1,0.0,15
0,Citizens,Arabasta,0,0,0.0,1,,1,136,Nefertari Cobra,Volume_16,1,0.0,16
0,Citizens,Arabasta,1,0,0.0,0,,6,136,Nefertari Vivi,Volume_16,6,3.0,16
0,Pirates,Bliking Pirates,1,0,0.0,0,,4,136,Robson,Volume_16,4,1.0,16
0,Pirates,Straw Hat Pirates,1,0,0.0,0,,4,136,Roronoa Zoro,Volume_16,4,15.0,16
0,Pirates,Bliking Pirates,1,1,0.0,0,,8,136,Wapol,Volume_16,8,1.0,16
0,Citizens,Arabasta,0,0,0.0,1,,1,136,Thalassa Lucas,Volume_16,1,0.0,16
1,Citizens,Drum Island,0,1,0.89,0,,8,136,Tony Tony Chopper,Volume_16,8,1.0,16
0,Pirates,Straw Hat Pirates,1,0,0.0,0,,4,136,Usopp,Volume_16,4,13.0,16
0,Pirates,Straw Hat Pirates,1,0,0.0,0,,5,136,Sanji,Volume_16,5,11.0,16
0,Pirates,Straw Hat Pirates,1,0,0.0,0,,6,136,Nami,Volume_16,6,15.0,16
0,Citizens,Drum Island,0,1,0.0,0,,6,136,Kureha,Volume_16,6,1.0,16
0,Pirates,Bliking Pirates,1,1,0.0,0,,6,136,Kuromarimo,Volume_16,6,1.0,16
0,Citizens,Drum Island,0,0,0.0,0,,2,136,Karoo,Volume_16,2,3.0,16
0,Pirates,Straw Hat Pirates,0,1,0.0,0,,6,136,Jango,Volume_16,6,13.0,16
0,Citizens,Arabasta,0,0,0.0,0,,1,136,Igaram,Volume_16,1,3.0,16
1,Citizens,Drum Island,0,1,0.67,1,,6,136,Hiriluk,Volume_16,6,0.0,16
0,Marines,Lieutenant,0,1,0.0,1,,2,136,Fullbody,Volume_16,2,0.0,16
0,Revolutionary Army,Others,0,0,0.0,0,,1,136,Dragon,Volume_16,1,4.0,16
0,Citizens,Drum Island,0,1,0.0,0,,5,136,Dalton,Volume_16,5,1.0,16
0,Pirates,Bliking Pirates,1,1,0.0,0,,6,136,Chess,Volume_16,6,1.0,16
1,Pirates,Straw Hat Pirates,1,1,0.67,0,,6,136,Monkey D. Luffy,Volume_16,6,15.0,16
0,Baroque Works,Frontier Agents,0,0,0.0,1,,1,145,Mr. 7,Volume_17,1,0.0,17
0,Baroque Works,Frontier Agents,0,0,0.0,1,,1,145,Mr. 6,Volume_17,1,0.0,17
0,Baroque Works,Officer Agents,0,0,0.0,0,,1,145,Mr. 5,Volume_17,1,4.0,17
0,Baroque Works,Officer Agents,0,0,0.0,1,,1,145,Mr. 4,Volume_17,1,0.0,17
0,Baroque Works,Frontier Agents,0,0,0.0,0,,1,145,Mr. 11,Volume_17,1,2.0,17
0,Baroque Works,Others,0,0,0.0,0,,1,145,Mr. 13,Volume_17,1,5.0,17
0,Baroque Works,Frontier Agents,0,0,0.0,1,,1,145,Mr. 12,Volume_17,1,0.0,17
0,Baroque Works,Frontier Agents,0,0,0.0,0,,1,145,Mr. 8,Volume_17,1,5.0,17
0,Baroque Works,Frontier Agents,0,0,0.0,1,,1,145,Mr. 10,Volume_17,1,0.0,17
